project,relative_path,original_path,bytes,mtime_ns,sha256,hash_status,bundle_path,storage
mipa,emotion_video/data/AffectNet_val/Happiness/d51b579d2e08e1e0e36fa6a56d5e6f7ca38434d48628ec387e23d1e6.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d51b579d2e08e1e0e36fa6a56d5e6f7ca38434d48628ec387e23d1e6.jpg,15460,1731945748000000000,b80e47bfb5942dcab8e4171582c876bda9c27cb6082b7b778d801e1cf7ffddcb,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d57c04586cad0ecd971e89b7c01f8fc07538aed10d76aa087a24683f.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d57c04586cad0ecd971e89b7c01f8fc07538aed10d76aa087a24683f.jpg,17776,1731945748000000000,23bd5de161e1b288f692af99481f7f52d878b78975d203b082d83f3ee0bc6061,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d5ee57cb8b089fd758d15fa1b6fffe5fd826cda1fc93d819cc330c91.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d5ee57cb8b089fd758d15fa1b6fffe5fd826cda1fc93d819cc330c91.jpg,23159,1731945748000000000,0c905b4e4d64daad6d21524f05a305ddc0c931ac0aba164361eae525f267c5d4,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d6f7b2a38b044042025db854d9c2718c4c7024de84488fecde48bef6.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d6f7b2a38b044042025db854d9c2718c4c7024de84488fecde48bef6.jpg,16326,1731945748000000000,975bf6812863c2d92dcbb0ac34c9f5f9c11179333b0eb0bf80c9a43a2aca4399,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d7ab4dd7efcd85000f5766f728046e73a01b4274b3788eb0a4a68b78.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d7ab4dd7efcd85000f5766f728046e73a01b4274b3788eb0a4a68b78.jpg,18553,1731945748000000000,36bf4b3d641b3ae9ae98bd938ae615082f0875cb56a8ea2d1ce7d9f00cdd0ed3,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d7c96af93cc0cce401b09fc05eb4d385fd7e3db61e525180ee03b888.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d7c96af93cc0cce401b09fc05eb4d385fd7e3db61e525180ee03b888.jpg,20893,1731945748000000000,bdaf19a973301e10decfec105875a60f8bc044fb3350c81e11fdf0f57a9d0da8,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d8f71a47e7ce0d4c66ac4a9e39aac2b34b0515b496dfa92c011a8eb1.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d8f71a47e7ce0d4c66ac4a9e39aac2b34b0515b496dfa92c011a8eb1.jpg,13078,1731945748000000000,b2b2d5c5c325f3cbf05c4df323c00563727e2dc0a5261854be08227399670e9d,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d9d04f9fb82621f5d7670c6a42ec9cbc7d1c795e65b18869aefdbec0.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d9d04f9fb82621f5d7670c6a42ec9cbc7d1c795e65b18869aefdbec0.jpg,18997,1731945748000000000,41ce195033c7457500ad51a7fb7566138346d178db2a9bfde0b1a03dc6b8f5bc,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/d9e695e7444295081f9521649cf0a6e31035ec593d86e2dfc4d0f16f.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/d9e695e7444295081f9521649cf0a6e31035ec593d86e2dfc4d0f16f.jpg,12087,1731945748000000000,95f95fbdc3dcdcc724f4477516c50300077ce4c91ae794467b57960615f8bae1,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/da1ebd4ed784df05ef93c0f6f82c21631310feae328faef61bf4a324.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/da1ebd4ed784df05ef93c0f6f82c21631310feae328faef61bf4a324.jpg,22905,1731945748000000000,ae4decc82b97020cbd45180b9c0825711ab1e3de212f1385a93e8fceaaf939a0,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/da7629bbc084ff589c92df39d7e834dfb9f7df8613a983cfdcd1fe0f.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/da7629bbc084ff589c92df39d7e834dfb9f7df8613a983cfdcd1fe0f.jpg,17614,1731945748000000000,b4c2ccec2deaba531e4448a5aca598b74c377f21a0be76a04428ba03f679c741,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/daaa4710b948c88b9187978c827d0b0f3af13809e0c6565a599bf03a.JPG,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/daaa4710b948c88b9187978c827d0b0f3af13809e0c6565a599bf03a.JPG,25909,1731945748000000000,dc625211801f9ff86a04f01ddbf217bdd5ba6f01c50b1cf925da99860ac698b0,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/db2f0456e0a365be18fc7f7780b022323ceb1d65c027208b32ee0806.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/db2f0456e0a365be18fc7f7780b022323ceb1d65c027208b32ee0806.jpg,22125,1731945748000000000,26bbc8a63c886c9eab7b6e1b453cc2d735775c0ed1f8b919cc61d59e609761de,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/dbddb771b1c232fb2e56bc296675718ed0f3b7c1f6e8cb723935733e.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/dbddb771b1c232fb2e56bc296675718ed0f3b7c1f6e8cb723935733e.jpg,20355,1731945748000000000,047269488c14d6aea2b68da506e7bcd33acb497db349fb9c94534edbea95b048,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/dcfb606b309b75328e1ea13545a0795bd2aa0dc8002d603b9571380d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/dcfb606b309b75328e1ea13545a0795bd2aa0dc8002d603b9571380d.jpg,14178,1731945748000000000,60d3f4aa3468d0d6305f338f0d6397937ed96060a428727e7f5e5d0225c4894f,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/dd8fd00833bc1ed6de978969abbb2060c739018f60a80b0793d1871a.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/dd8fd00833bc1ed6de978969abbb2060c739018f60a80b0793d1871a.jpg,19299,1731945748000000000,cd8acf0fda071625ec02ce51a507d75b2eb507ab25c9c5cf2872a09caf535e56,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/df384562d5703581e3369c1dac1e1cb10191902bf5651a68b5dd3e2d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/df384562d5703581e3369c1dac1e1cb10191902bf5651a68b5dd3e2d.jpg,19514,1731945748000000000,d85ab4e2d825c07a03fdd5e882b20628ef994c71946fadd6e5782ed7c1982c3a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/dfcb509d1836ee35e7c3aa8a00e834d04bd3ae4bbdeee840fdd8eff6.png,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/dfcb509d1836ee35e7c3aa8a00e834d04bd3ae4bbdeee840fdd8eff6.png,72827,1731945748000000000,0ae160d9b09e69b542e19c08ea78160febf99a862821e92a7bdac5df752c2ae9,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e00b5d4b1164bfbcb9dcf3918dde862fd5b190497c1d5aafd7ea3f7a.JPG,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e00b5d4b1164bfbcb9dcf3918dde862fd5b190497c1d5aafd7ea3f7a.JPG,16266,1731945748000000000,563e2a4a87ac9b17e091edda86a84d638a644e8bfe1c1cb1caf25034c203f1db,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e1a896f83347fa07da6b0a7498e9ac76ef89b30968d3843a6adc0095.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e1a896f83347fa07da6b0a7498e9ac76ef89b30968d3843a6adc0095.jpg,19059,1731945748000000000,60b6afe963944f11f9d9a60673b16d99cdc09cc6b5a2a3e9291cae810b387053,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e1aa9f5d5d21a2db0a1d063814293891074dccef20e2b4a21c36e313.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e1aa9f5d5d21a2db0a1d063814293891074dccef20e2b4a21c36e313.jpg,14566,1731945748000000000,aca92dae593aeb7507bb322821b6c6da915f71024600131813c7295bf6458600,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e22d77d0c33de1e2fb0b801ef5af0a615bddcdf96e538ea416dc26da.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e22d77d0c33de1e2fb0b801ef5af0a615bddcdf96e538ea416dc26da.jpg,22065,1731945748000000000,2a6a232d9a3e846ede69c62d3c4b3d7e431013e6add5b1ba79d98a8fa9e497bd,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e2d51da82bcc4f7a830a665e24822e6d123de4514742c20611a47a0b.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e2d51da82bcc4f7a830a665e24822e6d123de4514742c20611a47a0b.jpg,21568,1731945748000000000,c1878a40a198ffcd9c29d14ceacec7d3e17e6955ca7e399e6260ca22aeb9e772,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e4476660060fe5597f6a8ba1d3a30781995beede0bbcb8ca620c0475.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e4476660060fe5597f6a8ba1d3a30781995beede0bbcb8ca620c0475.jpg,16655,1731945748000000000,3b61410907550fe982de831855b8bffc75187a894a8673f57a759f85b22d9019,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e49e667c4a2b607188673d65a85c13462ad4f70857cd917af541feca.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e49e667c4a2b607188673d65a85c13462ad4f70857cd917af541feca.jpg,13199,1731945748000000000,9e72296806c8f468417e2ff7d3d7af119a8b2b321e219129acf93c06292a0ffd,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e4dadf9418920530cc11ee581c643f57ebd3277e491f6298d3517c7e.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e4dadf9418920530cc11ee581c643f57ebd3277e491f6298d3517c7e.jpg,16955,1731945748000000000,587f977c3f1f63feb921741a731dc2739085d769115811d0a3894d93220e941b,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e54c642dade1c9ebf28cfbc336277b19551ab82b38b07407e97199b9.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e54c642dade1c9ebf28cfbc336277b19551ab82b38b07407e97199b9.jpg,21972,1731945748000000000,dab4342e9e2e90277284570bf973542c41878483067a33b619b0076f1019cba9,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e5f2562eff89f32b02a8e0798f483c6647199ab2b2f89430d3d0c92d.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e5f2562eff89f32b02a8e0798f483c6647199ab2b2f89430d3d0c92d.jpg,16738,1731945748000000000,f78b64687cd50034bf7ae6c726f3a6154e9c6227ee30817a987751a78bcee649,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e6a5cc17fc58dafbdc38247f9368c527c44e7ce0031562af159e72fa.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e6a5cc17fc58dafbdc38247f9368c527c44e7ce0031562af159e72fa.jpg,24767,1731945748000000000,03a3f52e3cc6409a91dc647cf9bb2a6e9333389fe7ff8988287d7923d05bc4e8,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e7cdcfd77176eae4403fc2bf81f28c031baa140fe48d5748b1852b4b.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e7cdcfd77176eae4403fc2bf81f28c031baa140fe48d5748b1852b4b.jpg,21928,1731945748000000000,f84adc7fd91f047b6bc86b54cbf7bc5dd04ddd88c55f4124444d5c3234c1e7a5,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/e856c862d9e144ec6794a4511820cd6aecaa10046f989dab4f614939.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/e856c862d9e144ec6794a4511820cd6aecaa10046f989dab4f614939.jpg,20293,1731945748000000000,0c2797e1a933da3c92cb47fb46161471e86ad88299387c3607d2ce6b10e4ca36,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/ea9a33e576e2156953925b346c2af045759882f2ca5f635fe9c5b429.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/ea9a33e576e2156953925b346c2af045759882f2ca5f635fe9c5b429.jpg,25678,1731945748000000000,0d200d6f9e519c30433df235c9772b6d6092920bdf26158210471d09f20ad572,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/eac07c284bf85bbd73b36b54f25e72dee1f48a31178a3aea80c9cc73.jpeg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/eac07c284bf85bbd73b36b54f25e72dee1f48a31178a3aea80c9cc73.jpeg,23458,1731945748000000000,68cd9c686660faebd976632875c66f7728b261620806252f8d5dd4ba852160de,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/eb98593259e64a2e1a09392d676caf90e24575f1504f9bdf433c2194.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/eb98593259e64a2e1a09392d676caf90e24575f1504f9bdf433c2194.jpg,16278,1731945748000000000,74c773157933e668f1d29b921d57f0b102c6f87dcc6586e9344fa6098fce7c1e,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/ec00d2f836d4f3c144497aa23bf6507872bef7b170379d3f893f84a2.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/ec00d2f836d4f3c144497aa23bf6507872bef7b170379d3f893f84a2.jpg,20392,1731945748000000000,3ebc4e00573f2f998bfd9f320286d8ef0a0a5d42ed16d4986c8eabb8da3c70e6,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/ec9b74aeac3f842af0a82eed10997f871b7c760c1933232cc154f893.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/ec9b74aeac3f842af0a82eed10997f871b7c760c1933232cc154f893.jpg,17490,1731945748000000000,e6011354976b9dd73dc178888868a2cfbb81be8bc3c1a262b4cc877b41b7aa4c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/eca8ff8dfe597b43139a26df16ae01cb96d161e0371e8495d84aa3fb.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/eca8ff8dfe597b43139a26df16ae01cb96d161e0371e8495d84aa3fb.jpg,14433,1731945748000000000,41395dcf41de47c256f5b35e8187e0ac4f50d4e89a377584baf670bcbf97ca09,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/ed0718210e259efe9562d15ffc3e4d0c90038f5d8141d2bbe0bd674a.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/ed0718210e259efe9562d15ffc3e4d0c90038f5d8141d2bbe0bd674a.jpg,17976,1731945748000000000,7f446cc6fde1fb17e83cf5b51788aa508a14db532d3166987ac9d2832d06ea35,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/eda6297b1d1b6555f9abcade20b010752441b080ea92bd8d6cbc42da.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/eda6297b1d1b6555f9abcade20b010752441b080ea92bd8d6cbc42da.jpg,27906,1731945748000000000,6c4b6121ae63ef38da6fd82399576c9ee3da288fceb59f95400756e4fd88b68a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/edc27a87608d32aa491410d675c0c400053c788f8e21cfde3f3500cd.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/edc27a87608d32aa491410d675c0c400053c788f8e21cfde3f3500cd.jpg,14416,1731945748000000000,1157a6f4da75222e7a41ad961b783ee94d88387a6c701b11dfdd87fa516f5016,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/ef0e45a7466d92b97e0d0786c5eeaf2440bfbfbf044f4535a95b9af5.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/ef0e45a7466d92b97e0d0786c5eeaf2440bfbfbf044f4535a95b9af5.jpg,12459,1731945748000000000,6d74a6d7e9fa906266af6a37de6fd62f114c7b3126123fd8a8d2debbfbda48dc,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/efcbc3bf046c1a54874c40828b9c631d414b5f7f9b8730e5c7214b96.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/efcbc3bf046c1a54874c40828b9c631d414b5f7f9b8730e5c7214b96.jpg,18293,1731945748000000000,5a4979f6980a33af6bd24240a46e14affa46a9452f9fa08d50b842630df9cb0d,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/eff867679f960ec8f93d131419810fc83a592825701b256e77548614.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/eff867679f960ec8f93d131419810fc83a592825701b256e77548614.jpg,15999,1731945748000000000,1753b985de71b5c91e8e3860bef00a4c79278273695e446d6cc69dd76ac776ef,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f03f0b2e2c6ad2cffccce73328da8a0c55f4e15b7645be54e92700c1.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f03f0b2e2c6ad2cffccce73328da8a0c55f4e15b7645be54e92700c1.jpg,16735,1731945748000000000,81aaa9048832997b6bd44aa63463be230eed626d107f4a321dd5daed80989eec,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f04710bfea19176746d7721e7d6cc387821a2b1c2776d405e7b8f41c.png,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f04710bfea19176746d7721e7d6cc387821a2b1c2776d405e7b8f41c.png,74830,1731945749000000000,a48a4ed183fed8030afbb9108c27bb32c59c8f0700bb206ea17c7101a63406b3,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f1ec4f1df2f205ebfc506e92351939a581c35e93d460855a3f425784.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f1ec4f1df2f205ebfc506e92351939a581c35e93d460855a3f425784.jpg,25679,1731945749000000000,f082fdf8022fe2e07a9326ad5ddba7d73a7b2d226438c9de13df8d57707799cc,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f1fbf5b55033ef4145196c8166adf0de070dc9938e4a1b569a6485d4.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f1fbf5b55033ef4145196c8166adf0de070dc9938e4a1b569a6485d4.jpg,25017,1731945749000000000,0fc1e584c783f7c7bc5cfd430a4f18824c216d87f7dd0ffbdb89552ca24ec65c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f22b6a6870032b7296c7f03febb8c9f8fee7e8199a38b4933b523219.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f22b6a6870032b7296c7f03febb8c9f8fee7e8199a38b4933b523219.jpg,13478,1731945749000000000,d888cf74ab6410b796a65c6bb85694b4b2fb244ce244ae58d9fd0e3527e7bc1f,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f233718d7c5658c334e0d7daea89605357a31e238159866ef9144847.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f233718d7c5658c334e0d7daea89605357a31e238159866ef9144847.jpg,15400,1731945749000000000,3cd7f732bae5186da55f4891ef04843a335c8aee5ad72d561af4a43139479c55,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f247036e2dcb2e8d7c3a2ed29f13fc0e70d83d8e8e9de4de4053b91b.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f247036e2dcb2e8d7c3a2ed29f13fc0e70d83d8e8e9de4de4053b91b.jpg,18542,1731945749000000000,dc7f4b72004605f4bbf498cf9e6157d61554f39871f734238bfc03cf9a72b22a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f25a992733900760f28cd4f530b6e11310c6c636e87acc8627fd8af3.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f25a992733900760f28cd4f530b6e11310c6c636e87acc8627fd8af3.jpg,14702,1731945749000000000,3e2172a721838fc74d7cecc6c52f25b722e105d548d02689d8cd2343ea09855f,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f36345945de6145c27bf26f424fff4b1b67803ea87162780e2c6c0f0.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f36345945de6145c27bf26f424fff4b1b67803ea87162780e2c6c0f0.jpg,18788,1731945749000000000,1e962f241620929303b4f353c0d6e410969d9706a26e9a3c975c30590fe94a44,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f3b734498b281a21fdf10cb1785ecdbfd2455db5291d72a69579560f.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f3b734498b281a21fdf10cb1785ecdbfd2455db5291d72a69579560f.jpg,15740,1731945749000000000,a59112feba9d54e557c8a531437f9c7e335b1553c9207b7b9103b75216e8d314,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f3c1a0c4ad3eb263a80e4d620613b8b6fa83c79e64a8a3e8fb9d6cd6.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f3c1a0c4ad3eb263a80e4d620613b8b6fa83c79e64a8a3e8fb9d6cd6.jpg,12754,1731945749000000000,f93900075431e76c3a10ce4bc5e9fb29b4d48b95f7960e46c4dfcb00e907dfd1,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f40e5275bdad8ca6eecce66238c89febeb23ba23b7b9336df6a536c6.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f40e5275bdad8ca6eecce66238c89febeb23ba23b7b9336df6a536c6.jpg,22357,1731945749000000000,6290875ec64dd8218b6743069bf5ac14aa9f102ee2a26abd7fd5857a4f771178,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f450bad3960a4da3b0039119f2b9da7320953cce49f93dffedddb5a4.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f450bad3960a4da3b0039119f2b9da7320953cce49f93dffedddb5a4.jpg,19322,1731945749000000000,9463549f5bd0b1b7d11a069e4643ab9ff282e81cea60ebcdd6ce8136761baf37,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f456ed98a7f940db0e52390e46bc4249f7a7e54c75923d693cd9a6f4.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f456ed98a7f940db0e52390e46bc4249f7a7e54c75923d693cd9a6f4.jpg,19929,1731945749000000000,b10d1ffd75b949e4a2ffc9118222cad9dcb00f171bb1629390a252a1ffa9c104,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f4615ff1861f88b4ef5ce3d252ff3fc83bccfdda6366943995b06393.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f4615ff1861f88b4ef5ce3d252ff3fc83bccfdda6366943995b06393.jpg,20714,1731945749000000000,5441a34e9d126307c7797db9c3f3b0314207339039628eab248aa9bc87412b6a,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f47a25cfd2e73e1fc1f5cae15f91b7875581ca0c82467e3dc43eb862.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f47a25cfd2e73e1fc1f5cae15f91b7875581ca0c82467e3dc43eb862.jpg,21451,1731945749000000000,c1cc62d5e2ca7670b01736304d6ea7d7219a8d9c2dcc97d40f2505ea55aa71d9,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f58fe8b86acc578d09ba8974571b6e0fb14072d0e7cf440ad3f1f3ab.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f58fe8b86acc578d09ba8974571b6e0fb14072d0e7cf440ad3f1f3ab.jpg,15519,1731945749000000000,d4ec3300c6b64eef054826d32863001da42725d21f9eca91730b2e311f67ce41,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f5b3df437bafc2d3f2f2d2b142e0867d5c25653ab9ed95ed833dec90.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f5b3df437bafc2d3f2f2d2b142e0867d5c25653ab9ed95ed833dec90.jpg,17229,1731945749000000000,012ac1975ac2074fa1a6ef39417ce421b3313e723e8fee72a89bf9d2617da70b,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f5fde7b4b6c7f72139bb8c8a38d06b1bb5dd1a5fb0cc4171293d02a7.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f5fde7b4b6c7f72139bb8c8a38d06b1bb5dd1a5fb0cc4171293d02a7.jpg,15343,1731945749000000000,967285b0e8b8d3a06a2d00dcf04acb73b1965e6e2aabaa298aba9bfc6560c64c,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f62313923edde382c2542bdc04025325d8ba140ef6f36fa8a641b6d5.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f62313923edde382c2542bdc04025325d8ba140ef6f36fa8a641b6d5.jpg,23218,1731945749000000000,bf840b2eff2cb243f2ea6be95551f07937292ad1a4b249a923e1a1f4e28847cf,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f671d778fd73e3467b282e77b6945d0b7615dd2f6451bed8723209ba.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f671d778fd73e3467b282e77b6945d0b7615dd2f6451bed8723209ba.jpg,20893,1731945749000000000,7992b4741e287b1857974a028610596edeb39b1a4145922c0cbde12dd3b8f298,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f8076b6c0c10e25485334d12bf35c27a84d73f46906f1fede045a928.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f8076b6c0c10e25485334d12bf35c27a84d73f46906f1fede045a928.jpg,14988,1731945749000000000,2ff9b8ea32c0760ed04e9de09882e3a26c76d497ed9148705750ac992d8fbd53,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f86a86003c9e3314330ded794e45106305d1963abefb377920e539df.jpeg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f86a86003c9e3314330ded794e45106305d1963abefb377920e539df.jpeg,25764,1731945749000000000,dd40ceff3de79863b92c765e42da471812ffb73f4dc03799bc86450ae76b6976,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f86fa17e340401dbca9b348fa154b691ff0f6e9483839d22a2150cb0.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f86fa17e340401dbca9b348fa154b691ff0f6e9483839d22a2150cb0.jpg,22554,1731945749000000000,4dee0a73dac854577cd4175bef3530a37f5afa15e8e5a9f0c889d41dafb98025,computed,,original_external_asset
mipa,emotion_video/data/AffectNet_val/Happiness/f8c78c5a87dbaa26886e4ac38c20849773023dc8106c6091494a9347.jpg,/home/son/mipa/emotion_video/data/AffectNet_val/Happiness/f8c78c5a87dbaa26886e4ac38c20849773023dc8106c6091494a9347.jpg,18553,1731945749000000000,83493f61e6c5a089fea558d547705bcf5ff593329d19f39b8b879d41b31e3f27,computed,,original_external_asset
